0.0 0
0.062784 0
0.063215 1
0.138671 537
0.143391 1073
0.218847 1609
0.223567 2145
0.228287 2681
0.299023 3217
0.303743 3753
0.308463 4289
0.374479 4825
0.379199 5361
0.383919 5897
0.388639 6433
0.393359 6969
0.398079 7505
0.454655 8041
0.459375 8577
0.464095 9113
0.468815 9649
0.473535 10185
0.544271 10721
0.548991 11257
0.553711 11793
0.624447 12329
0.629167 12865
0.699903 13401
0.704623 13937
0.775359 14473
0.780079 15009
0.850815 15545
0.855535 16081
0.860255 16617
0.930991 17153
0.935711 17689
1.006447 18225
1.086623 18225
1.362079 18761
1.366799 19297
1.442255 19833
1.446975 20369
1.522431 20905
1.527151 21441
1.602607 21977
1.607327 22513
1.612047 23049
1.682783 23585
1.687503 24121
1.758239 24657
1.762959 25193
1.833695 25729
1.838415 26265
1.843135 26801
1.909151 27337
1.913871 27873
1.918591 28409
1.923311 28945
1.989327 29481
1.994047 30017
1.998767 30553
2.003487 31089
2.069503 31625
2.074223 32161
2.078943 32697
2.083663 33233
2.088383 33769
2.149679 34305
2.154399 34841
2.159119 35377
2.163839 35913
2.225135 36449
2.229855 36985
2.234575 37521
2.239295 38057
2.244015 38593
2.300591 39129
2.305311 39665
2.310031 40201
2.314751 40737
2.319471 41273
2.324191 41809
2.380767 42345
2.385487 42881
2.390207 43417
2.394927 43953
2.399647 44489
2.404367 45025
2.409087 45561
2.460943 46097
2.465663 46633
2.470383 47169
2.475103 47705
2.479823 48241
2.484543 48777
2.536399 49313
2.541119 49849
2.545839 50385
2.550559 50921
2.555279 51457
2.559999 51993
2.611855 52529
2.616575 53065
2.621295 53601
2.626015 54137
2.630735 54673
2.635455 55209
2.640175 55745
2.687311 56281
2.692031 56817
2.696751 57353
2.701471 57889
2.706191 58425
2.710911 58961
2.715631 59497
2.720351 60033
2.767487 60569
2.772207 61105
2.776927 61641
2.781647 62177
2.786367 62713
2.791087 63249
2.795807 63785
2.800527 64321
2.805247 64857
2.847663 65393
2.852383 65929
2.857103 66465
2.861823 67001
2.866543 67537
2.875983 68073
2.951439 68609
2.960879 69145
3.026895 69681
3.036335 70217
3.041055 70753
3.102351 71289
3.107071 71825
3.116511 72361
3.121231 72897
3.182527 73433
3.187247 73969
3.196687 74505
3.201407 75041
3.262703 75577
3.267423 76113
3.272143 76649
3.276863 77185
3.281583 77721
3.342879 78257
3.347599 78793
3.352319 79329
3.357039 79865
3.418335 80401
3.423055 80937
3.427775 81473
3.432495 82009
3.437215 82545
3.493791 83081
3.498511 83617
3.503231 84153
3.507951 84689
3.512671 85225
3.517391 85761
3.573967 86297
3.578687 86833
3.583407 87369
3.588127 87905
3.592847 88441
3.597567 88977
3.654143 89513
3.658863 90049
